id,doc_id,left,m1,middle,m2,right,title,author,m1_field,m1_start_offset,m1_end_offset,m2_field,m2_start_offset,m2_end_offset,label,title_lower,author_lower,split,author_len,title_len,middle_len
335008037529,821893531697197,"ent . Washington: Island Press. Dunlap, R., and Mertig, A. G. (1992). American environmentalism: The U.S. environmental movement, 1970–1990 . Philadelphia: Taylor and Francis. Neighborhood Organizing ",Medoff,", P., and Sklar, H. (1994). ",Streets of hope," . Boston: South End Press. Fisher, R. (1994). Let the people decide: Neighborhood organizing in America . New York: Macmillan. Horwitt, S. (1989). Let them call me rebel: Saul Alinsky . New York: Kno",Streets of hope,Medoff,Author,6461,6461,Title,6467,6469,False,streets of hope,medoff,train,6,15,28
3221225806925,747650727019425," it? - Svein S. Andersen , Kjell A. Eliassen 1996 0761951121,076195113X Book See: Part III. Read status Add note Organizing Western Europe - Clive Archer 1990 0713164735 Book Read status Add note The ",European Council,": decision - making in European politics - Simon Bulmer , Wolfgang ",Wessels," 1986 Book Read status Add note The European Commission: leadership, organisation and culture in the EU administration - Michelle Cini 1996 071904149X,0719041481 Book Read status Add note The politics",European Council,Wessels,Title,688,689,Author,698,698,True,european council,wessels,train,7,16,67
2877628450515,696360227569972," generating uniform random numbers on a computer. Week 13: Readings: Marsaglia, George, ""Random Numbers Fall Mainly on the Plane"", Proceedings of the National Academy of Sciences, 1965; excerpts from ",Ripley,", Brian D., ",Stochastic Simulation,", Chapters 2 and 3. Lecture: Correlation in pseudo - random number generation. Testing of algorithms for pseudorandom - number generation. Week 14: Lecture: A discussion of how to give a professional ",Stochastic Simulation,Ripley,Author,401,401,Title,404,405,True,stochastic simulation,ripley,test,6,21,12
2018634632947,506093176358191,"e which offer a great deal to think about and enjoy. Tentative Text List: Baker, The Mezzanine ; Beckett, Nohow On ; Brossard, Mauve Desert ; Carey, Alva and Irva ; Carson, The Autobiography of Red ; ",Hoban,", ",Riddley Walker," ; Johnson, The Unfortunates ; Marcus, The Age of Wire and String ; Sebald, Rings of Saturn ; Shapton, Important Artifacts… ENGL / WRIT 3355 Sixteenth - Century Literature half unit Winter term Tuesda",Riddley Walker,Hoban,Author,4131,4131,Title,4132,4133,True,riddley walker,hoban,train,5,14,2
1262721042662,267791210908756,"lass Hours: Lecture Times: TR 6:00 - 7:15 pm Class Room: Bldg. 04, Room 310 (or Elluminate online) Course Objective: Introduction to Concepts of Statistics used in Biology and other areas. Text Book: ",Biostatistical Analysis,", 5th Edition by Jerrold H. ",Zar, Publisher: Prentice Hall Prerequisites: STA2023 or equivalent statistics course(s) Course Outline: Chapters 10: Analysis of Variance Chapter 11 : Multiple Comparisons Chapter 12 : Two - Factor Analys,Biostatistical Analysis,Zar,Title,55,56,Author,62,62,True,biostatistical analysis,zar,train,3,23,28
987843003028,771221507541211,e to fail or survive - Jared M. Diamond 2006 0140279512 Book Read status Add note Global shift: reshaping the global economic map in the 21st century - Peter Dicken 2003 Book Read status Add note The ,United Nations, - Sven ,Gareis," , Johannes Varwick 2005 1403935394,1403935408 Book Read status Add note The political economy of the world trading system: the WTO and beyond - Bernard M. Hoekman , M. M. Kostecki , Bernard M. Hoekma",United Nations,Gareis,Title,954,955,Author,957,957,True,united nations,gareis,test,6,14,8
1065152499552,874738809307168,": Offensive Realism—The Drive to Maximize Relative Power Mearsheimer, Tragedy of Great Power Politics, pp. 1 - 54 and 138 - 67. 15 September: Defensive Realism—The Drive to Maximize Relative Security ",Christensen,", ",Useful Adversaries,", pp. 11 - 31. Stephen M. Walt, ""Keeping the World 'Off Balance': Self - Restraint and U.S. Foreign Policy,"" in America Unrivaled, pp. 121 - 54. II. From Great Power to Superpower (1890 - 1945) 20 Sep",Useful Adversaries,Christensen,Author,3690,3690,Title,3691,3692,True,useful adversaries,christensen,train,11,18,2
1056562552083,434616330618007,g to other groups Key Reading 6 items Evidence - based healthcare - J. A. Muir Gray 2001 0443062889 Book essential Please read Chapter 1: 'Evidence - based healthcare' pp. 9 - 36 Read status Add note ,Evidence - based healthcare, - J. A. Muir ,Gray, 2001 0443062889 Book essential Please read Chapter 7: 'The Evidence - Based Organisation' pp. 243 - 306 Read status Add note How to read a paper: the basics of evidence - based medicine - Trisha Gree,Evidence - based healthcare,Gray,Title,5293,5295,Author,5298,5298,True,evidence - based healthcare,gray,test,4,27,14
2430951835832,100656853550206,ial and political systems during the period studied. Analyze the development of various political systems. Perceive the various class distinctions that develop during this era of history / Textbooks: ,WESTERN CIVILIZATION, Author: Jackson J. ,Spielvogel," Publisher: West Publishing Company, 2002 Supplementary Text and Reference: none Other Materials and Resources: none Course Grades: Your grade will be based on five tests and a paper. Each of which wi",WESTERN CIVILIZATION,Spielvogel,Title,330,331,Author,335,335,False,western civilization,spielvogel,train,10,20,20
970662995149,382870564637269," and global capitalism - Ben Clift 2014 0230555179,9780230555174 Book Further Read status Add note The process of economic development - James M. Cypher 2014 Book Online Resource Read status Add note ",Socialist planning, - Michael ,Ellman," 2014 1107427320,9781107427327 Book Further Read status Add note Challenges of the developing world - Howard Handelman 2016 9781442256880 Book Read status Add note Changing Welfare States - Anton Heme",Socialist planning,Ellman,Title,187,188,Author,190,190,True,socialist planning,ellman,dev,6,18,11
2765959214999,327637285208417,supply refereed journal references to academically argue their theoretical standing on causes of White Collar Crime. Turnitin.com will be used to check the paper. Option #2 - Up to 20 EC points: Read ,Liar's Paradise,: The Seven Degrees of Corporate Deceit by Graham ,Edmonds," and write a book review of 5 - 7pgs (format posted on BB) – This is an excellent book about where, when, and how people lie within everyday life, concentrating on the corporate aspect with prime exam",Liar's Paradise,Edmonds,Title,1000,1002,Author,1010,1010,True,liar's paradise,edmonds,dev,7,15,50
962073175663,847397047500839,"the Caged Bird Sings 192 Flannery O'Connor, A Good Man is Hard to Find 280 John Steinbeck, The Chrysanthemums 271 Richard Wright, The Man Who Was Almost a Man 254 James Baldwin, Sonny's Blues 230 The ",Sky is Gray, - Ernest ,Gaines, Week Three QUIZ Story Presentations QUIZ Story Presentations Read and prepare to present your assigned story next week: Contemporary Society / Capitalism / Postmodernism: A and P - John Updike Things,Sky is Gray,Gaines,Title,524,526,Author,528,528,True,sky is gray,gaines,train,6,11,10
3118146276466,144929376436871,"ETROIT, 1880 - 1920 Oral Reports Due NOV. 14 Afro - Americans 1. Richard Wade, SLAVERY IN THE CITIES Leonard P. Curry, THE FREE BLACK IN URBAN AMERICA 1800 - 1850: THE SHADOW OF THE DREAM 2. Allen H. ",Spear,", ",BLACK CHICAGO,": THE MAKING OF A GHETTO 1890 - 1920 Harold X. Connolly, A GHETTO GROWS IN BROOKLYN or Arnold R. Hirsch, MAKING THE SECOND GHETTO: RACE AND HOUSING IN CHICAGO, 1940 - 1960 Women 1. Christine Stansell,",BLACK CHICAGO,Spear,Author,1260,1260,Title,1261,1262,False,black chicago,spear,train,5,13,2
377957221334,213812061929772,"eborah Title: Introduction to Human Services: Values, Methods and Populations Serviced Publisher: Thompson / Brooks - Cole Publishing Date of Publication: 2007 Edition: 2nd Book #5: Author: Robert R. ",Carkhuff, Title: The ,Art of Helping, Publisher: Human Resources Development Press Date of Publication: 2002 Edition: 8th B. Other materials and / or supplies required of students.,Art of Helping,Carkhuff,Author,843,843,Title,845,847,True,art of helping,carkhuff,train,8,14,12
2508261235134,490777322980132,"tructor: Dale Hrebik Office: Bobet 321 Email: dshrebik@loyno.edu Phone: 865 - 2261 Office hours: MWF 10:00 - 11:30, by appointment Required Texts: Becoming a Critical Thinker, 5th ed. Sherry Diestler ",Easy Access,", ",Keene," and Adams, or similar handbook Goals and Objectives: This course is designed so that by the end of the semester you will be able to a. read critically b. analyze arguments and provide written analysi",Easy Access,Keene,Title,40,41,Author,42,42,False,easy access,keene,train,5,11,2
1314260561133,495613456156686," Xingjian 2006 Chapter Read status Add note Chapter 10 : After History : Textuality and Historicity in the New Historicism - Brannigan, John 1998 Chapter Read status Add note Her odyssey, herstory in ",Michele Roberts,'s Fair Exchange - ,Falcus,", Sarah Spring 2003 Article Online Resource Read status Add note Authorship and intention - Montgomery, M., Durant, A 2006 Chapter Read status Add note What is an author? - Foucault, Michel 2008 Chapt",Michele Roberts,Falcus,Title,186,187,Author,191,191,True,michele roberts,falcus,test,6,15,19
506806438620,139002321568999,"yntax. Cambridge: Cambridge University Press, 2003. ISBN13: 978 - 0521533485 Elliger, K., and W. Rudlph, eds. Biblia Hebraica Stuttgartensia. Stuttgart: Deutsche Bibelgesellschaft, 1983. Gesenius, W. ",Gesenius,' ,Hebrew Grammar," as Edited and Enlarged by the late E. Kautzsch. Translated by A. E. Cowley. Oxford: Clarendon, 1910. ISBN13: 9780198154068 Koehler, Ludwig, Baumgartner, Walter, and Stamm, Johann Jakob. The Hebrew an",Hebrew Grammar,Gesenius,Author,208,208,Title,209,210,True,hebrew grammar,gesenius,train,8,14,2
644245455701,353072081535093,"e teachers. III. Textbooks . There are six books in the campus bookstore for you to purchase: Kate Bernheimer, ed., My Mother She Killed Me, My Father He Ate Me: Forty New Fairy Tales [ MM ] Patricia ",Grace,", ",Potiki," Martin Hallett and Barbara Karasek, Folk and Fairy Tales , 4th ed. [ FFT ] Salman Rushdie, Haroun and the Sea of Stories Maria Tatar, ed., The Classic Fairy Tales [ CFT ] Jane Yolen, Briar Rose In ad",Potiki,Grace,Author,463,463,Title,464,464,True,potiki,grace,train,5,6,2
833224282602,51316269254506,"ook Further Online Resource Read status Add note Journalism after September 11 - Barbie Zelizer , Stuart Allan 2011 0415460158,041546014X,9780415460156,9780415460149 Book Further Read status Add note ",Journalism after September 11," - Barbie Zelizer , Stuart ",Allan," 2011 ( electronic resource ) Book Further Online Resource Read status Add note Insulting the public? : the British press and the European Union - Peter J. Anderson , Tony Weymouth 1999 0582317401 Boo",Journalism after September 11,Allan,Title,420,423,Author,427,427,True,journalism after september 11,allan,train,5,29,27
712965222316,496395140203453,"dcasting - David Hendy 2013 ( electronic resource ) Book Recommended Hendy, David (2013). Chapter 6: Trust: Public service in the new media world (pp. 106 - 126). Online Resource Read status Add note ",Public service broadcasting, - David ,Hendy, 2013 Book Recommended Chapter 6: Trust: Public service in the new media world (pp. 106 - 126). | Read status Add note Triumph of a time lord: regenerating Doctor Who in the twenty - first century - M,Public service broadcasting,Hendy,Title,2339,2341,Author,2343,2343,True,public service broadcasting,hendy,test,5,27,9
884763566230,576942956872450,": These books are available on reserve at the library and can be bought online or in bookstores of your choice. Toni Morrison, Playing in the Dark: Whiteness and the Literary Imagination (1963) Peggy ",Parish,", ",Amelia Bedelia, (1992) Other books and essays are available through the course Moodle site or through electronic links via the Five College Library Catalogue (hunt by title of journal or book). Schedule of Classes a,Amelia Bedelia,Parish,Author,815,815,Title,816,817,True,amelia bedelia,parish,train,6,14,2
1219771265260,290502997967139,serves the right to require individual students to submit electronic versions of their essays to Turnitin.com. SEMINAR SCHEDULE AND COURSE READINGS Days Topics Sept. 14 Orientation Sept. 21 Situating ,everyday life, Readings Gardiner (1 - 23); ,Highmore," (1 - 34; 76 - 79) Part 1: theories Sept. 28 Marx, Freud and the everyday Sigmund Freud, selections from The Psychopathology of Everyday Life (CCP), Michael Billig, 'Commodity Fetishism and Repression",everyday life,Highmore,Title,541,542,Author,547,547,False,everyday life,highmore,train,8,13,29
1254130719067,199947907498160," highest.] Burton, Philip Ward. Advertising Copywriting. 659.1 B956a. Campbell, Alastair. The New Graphic Designer's Handbook. 686.2 C152n Scher, Paula. The Graphic Design Portfolio. 741.6068 Sch28g. ",Swann,", Alan. ",Graphic Design School,". 741.6 Sw24g. Heller, Steven. Design Career. 741.6023 H367d. Labuz, Ronald. The Computer in Graphic Design. 745.4 L115c. Typography 2. 686.2 T98 Cullinane, Robert. The Complete Book of Comprehensives",Graphic Design School,Swann,Author,597,597,Title,599,601,True,graphic design school,swann,train,5,21,8
670014977891,842062698119195," I: 21 - 23.  ""The Epic of Gilgamesh"" and Additions to ""The Epic of Gilgamesh"" [standard 1st mill. BC version < late 3rd mill. BC] = ANET, 72 - 99 and 507 = ANETAnth, I:40 - 75 = Kovacs, The Epic of ",Gilgamesh, [,Kovacs,"' translation is available on line at <http: / /www.ancienttexts.org / library / mesopotamian / gilgamesh / index.html>] = Heidel, The Gilgamesh Epic, 16 - 101 = Dalley, 50 - 125 (Arnold and Beyer, 66",Gilgamesh,Kovacs,Title,6018,6018,Author,6019,6019,False,gilgamesh,kovacs,train,6,9,2
1915555691757,505474701067024,"Transport Costing, Hospital Costing, Staff canteen Costing. Practical Problems to be asked on Transport Costing, and Hospital Costing only. Job, Batch and Contract costing: Definition and Features of ",Job, costing; Pre requisites of ,Job," costing; Source documents, procedure for recording under Job costing; Definition of Batch costing and its accounting procedure; Method of determination of economic batch quantity (EBQ); Definition of",Job,Job,Author,6492,6492,Title,6497,6497,False,job,job,test,3,3,28
996432794057,147703925309464,______________________________________________________________ OPTIONAL BOOKS (Some of the following books can be purchased in the Langara Bookstore): 1) Asylums ( Goffman) 2) Stigma (Goffman) 3) The ,Barbarian Temperament, (,Mestrovic,) 4) The Jack - Roller (Shaw) 5) Social Control in Canada (Schissel and Mahood) ______________________________________________________________________________ COURSE EVALUATION: Midterm Exam I 15% Mid,Barbarian Temperament,Mestrovic,Title,561,562,Author,563,563,True,barbarian temperament,mestrovic,train,9,21,2
3229815745504,394578645484795,"le Read status Add note Possibility and Necessity II: Actualist Realism 9 items Possible worlds - Divers, John 2002 041515555X,0415155568 Book For actualist realism, see Part III Read status Add note ",Modality, - ,Melia,", Joseph 2003 1902683471,190268348X Book For actualist realism, see chapters 6 and 7 Read status Add note On the plurality of worlds - Lewis, David 1986 0631139931,063113994X Book chapter 3 attacks 'e",Modality,Melia,Title,2310,2310,Author,2311,2311,True,modality,melia,train,5,8,3
1597728358242,417316202348779,re.com / ics / support / default.asp?deptID=8191) to expedite the resolution of all technical - related issues. Textbooks: The following textbooks are required to complete the course successfully: 1. ,Biers,", William R. The ",Archaeology of Greece," (Second Edition). University Press (1996) Cornell 2. Winks, Robin W., and Susan P. Mattern - Parkes. The Ancient Mediterranean World: from the Stone Age to A. D. 600. Oxford University Press (2001) 3",Archaeology of Greece,Biers,Author,831,831,Title,834,836,True,archaeology of greece,biers,test,5,21,17
738734570508,859809502986388,"ction"" in Studies in Bibliography (1990) Greetham, ""[Textual] Criticism and Deconstruction"" in Studies in Bibliography (1991) Recommended: de Man, ""Shelley Disfigured"" in Deconstruction and Criticism ",Mailloux,", Chs. 4 and 7 in ",Interpretive Conventions," Week 11: NEOPRAGMATISM James, ""What Pragmatism Means"" in his Pragmatism Mailloux, ""Rhetorical Hermeneutics Revisited"" [1223 and 1223 c. 2] Fish, ""Rhetoric"" [1224; also in his Doing What Comes Natural",Interpretive Conventions,Mailloux,Author,2441,2441,Title,2447,2448,True,interpretive conventions,mailloux,train,8,24,18
1185411078784,755312948675889,e effective:  Reading  Writing  Listening  Using Technology There will be 12 online quizzes that have open and closing dates and time. Please make sure that you complete the quiz during that time ,frame,. Please also make sure you ,click," on submit when it is completed or it will not be submitted, as intended. You will also have one exam paper, minimum of 5 pages to write during the semester. Assignments and Discussions: There are ass",click,frame,Author,614,614,Title,620,620,False,click,frame,train,5,5,28
1030792722252,836977456840732,"2) The History and Current State of the World's Forests - History of Forest Removal - Forests in Crisis: Trends, Ancient forests, tropical and sub tropical forests. - Roots of the crisis Readings: 1) ",Chew,", ",World Ecological Degradation," Chaps 1 - 8 2) Wapner, Living Through the End of Nature, Chaps 5 and 7 3) Addressing the Global Timber Production and Deforestation Crisis - Global wood consumption - Types of wood consumption and na",World Ecological Degradation,Chew,Author,595,595,Title,596,598,True,world ecological degradation,chew,train,4,28,2
1906965542746,52802327938904,": Texts such as the following are appropriate: Dalanhese, Daniel, and Hayden Jones. The Essential Beach Volleyball Drill Book , 2nd ed. Huntington Beach: Beach Volleyball California, 2014 Recommended ",Kiraly,", Karch, and Bryon Shewman. ",Beach Volleyball," , 1st ed. Champaign, IL: Human Kinetics Publishing, 1999 Recommended Rock, Angela. Angela Rock's Advanced Beach Volleyball Tactics , 1st ed. San Diego: Mericle Publishing, 2017 Recommended Selected h",Beach Volleyball,Kiraly,Author,498,498,Title,503,504,True,beach volleyball,kiraly,test,6,16,28
146029346828,825157706842144,"ians argue that the conduct of the Civil War after 1863 adumbrates the total wars of the 20th century. How valid is this argument? Readings: McPherson, Battle Cry of Freedom, pp. 675 - 688, 718 - 852 ",Weigley,", A ",Great Civil War,", Chapter 10 - 12 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ",Great Civil War,Weigley,Author,1234,1234,Title,1235,1237,True,great civil war,weigley,train,7,15,4
1906965609004,860651316576269,Outline 50 10. Test IV Chapters 16 - 18 150 11. Term Paper 200 12. Test V Chapters 19 - 22 200 Total 1375 A = 1237 - 1375 B= 1100 - 1236 C=962 - 1099 D=825 - 961 F=0 - 824 VII. Resources (Required)  ,Grout,", Donald J. and Palisca, Claude, A ",History of Western Music,", 6th Edition, W.W. Norton, 2001 B. Palisca, Claude, Norton Anthology of Western Music , 6th edition, Volume II, W.W. Norton  Compact Disc Recordings for A History of Western Music 6th Edition are op",History of Western Music,Grout,Author,388,388,Title,394,397,True,history of western music,grout,train,5,24,35
790274500043,459793428906528,"8. Gnosis, 9 - 52; Ptolemy's Epistle to Flora (Layton, 308 - 15) October 30 Selected Primary Sources 1: Irenaeus's Against Heresies  PRE - CLASS READING: ""Ptolemy's Version of the Gnostic Myth"" from ",Irenaeus,'s ,Against Heresies," (Layton, 276 - 302) Your analysis of this section of Against Heresies is due today (if you've chosen this text) | 7:30 - 10:00: Screening and discussion of Blade Runner (Modern parallels 3) 5 9. Nove",Against Heresies,Irenaeus,Author,1835,1835,Title,1837,1838,True,against heresies,irenaeus,dev,8,16,3
2001454974650,95563022336215,"' (SDK, Activities, and Views) Spring Break 9 11 3 / 26 - 30 12 4 / 2 - 6 13 4 / 9 - 13 14 4 / 16 - 20 Corona, cont' (More Animations) 15 4 / 23 - 27 Corona, cont' (Publishing) Online Required Device ",Corona,", cont' (Decision Statements) ",Corona,", cont' (Basic Animation) Grading Policy Weighting Scheme Rules Projects - 80%, Quiz - 10%, In - Class Attendance - 10%. 85 - 100% 75 - 84% 74 - 65% Below 65% A B C F There are two necessary condition",Corona,Corona,Author,231,231,Title,235,235,False,corona,corona,train,6,6,30
3006477234165,257019432928884,"ry, eds. Coldewey / Streitberger Eight Plays, Henrik Ibsen The Little Foxes, Lillian Hellman Translations, Brian Friel (e - reserve :__ password: Closer, Patrick Marber Four Plays, Tennessee Williams ",Three Plays,", Noel ",Coward," contact information Dr. Chris Wixson Coleman Hall 3871 Office Hours: assignments *Short pieces of writing (2 - 3 pages) called ""seed papers"" in which you pose a productive question which relates to t",Three Plays,Coward,Title,591,592,Author,594,594,True,three plays,coward,dev,6,11,7
841814115047,795092935770211,"g before starting a project. Here, the latest technologies and techniques are assessed then combined with current cutting edge practices and their own originality. Divs with effects (courtesy of Mark ",Condon,) http: / /amix.dk / blog / viewEntry / 19035 Ajax Rain (courtesy of Mark ,Condon,") http: / /www.ajaxrain.com / index.php?page=11 Week 8: September 2, 2008 Lecture: Community Building. Giving visitors an opportunity with the site and with each other. Visit Community Building on the",Condon,Condon,Author,1644,1644,Title,1655,1655,False,condon,condon,train,6,6,74
2052994434850,397636662198780,"ch 6): Media Influence Arceneaux and Johnson, entire Levendusky, Matt. 2013. ""Why Do Partisan Media Polarize Viewers?"" American Journal of Political Science 57(3): 611 - 623. Huddy et al., Chapter 18 ",*Iyengar,", Shanto, and Donald Kinder. 1987. ",News That Matters,". Chicago: Chicago University Press. Chapters 2 - 3, 7. Lenz, Gabriel. 2009. ""Learning and Opinion Change, Not Priming: Reconsidering the Evidence for the Priming Hypothesis."" American Journal of Poli",News That Matters,*Iyengar,Author,1898,1898,Title,1904,1906,True,news that matters,*iyengar,train,8,17,35
532576510301,154979599909958,"ease include the Honor Code on all of your assignments. Top 5. Books and materials: A variety of readings are provided in Moodle, including but not limited to: Barkan and Snowden. Collective Violence ",Locher,. ,Collective Behavior,". Turner and Killian. Collective Behavior Top 6. Evaluation: Summarizes the number and nature of exams and other assignments In this course you are evaluated on the quizzes, discussion forums, researc",Collective Behavior,Locher,Author,3717,3717,Title,3718,3719,True,collective behavior,locher,train,6,19,2
1675037508534,538245301534739,. Weeks 1 - 4: Aug 31 - Sept 21 Weeks 5 - 8: Sept 28 - Oct 19 Intro. to course Coming - of - Age Stories: 1st person narration; female narrators break from tradition Smith: Saving Grace Reynolds: The ,Rapture of Canaan, ,Reynolds, cont'd Kingsolver: The Poisonwood Bible Weeks 9 - 12: **Mid - Term Exam: October 26th** Oct 26 - Nov 16 Incorporation of Virgin Mary and divine maternal figures from non - Christian traditions Kidd: ,Rapture of Canaan,Reynolds,Title,2269,2271,Author,2272,2272,False,rapture of canaan,reynolds,train,8,17,1
1262721079633,844536599281823,"iety, vii - 25 (res) Stowasser, B.F., Women in the Qur'an, Traditions and Interpreta - tion, ch. 10 (res) Reference: Abouzeid, L., Year of the Elephant, A Moroccan Woman's Journey toward Independence ",Ahmad,", A. ",Women and Social Justice,", 1991 Arebi, Saddeka, Women and Words in Saudi Arabia, The Politics of Literary Discourse Badran, M., ""Feminisms and Islamisms,"" Journal of Women's His - tory, 10.4, Winter, 1999; ed., w M Cooke, Ope",Women and Social Justice,Ahmad,Author,2495,2495,Title,2496,2499,True,women and social justice,ahmad,train,5,24,5
1632087855244,854466563670072,"Mathias (26 September) Millman Parry and the Oral Tradition Hesiod, the Theogony , and the oral tradition The Epic Cycle The role of Myth in Epic - - Chase Coleman (12 September) Epic and Performance ",Homeric Hymns, ,Homer,: myth or man? The translator's agenda: Iliad - - Peter Gannon (19 September) The translator's agenda: Odyssey Gods in Homeric Epic 'Achilles' in Vietnam - - Trey Gabriel (14 September) Human vs Divin,Homeric Hymns,Homer,Title,509,510,Author,511,511,False,homeric hymns,homer,train,5,13,1
635733,834915872538668,"Pound Bank Note and Other New Stories. Leipzig: Bernhard Tauchnitz. PART III—MONEY AND MARKETS: A SOCIAL, POLITICAL AND CULTURAL HISTORY February 10: • Polanyi, Karl (1944), Chapters 4 and 5 from The ",Great Transformation,", Boston: Beacon Press ",Polanyi," argues persuasively that the free market is both a recent and artificial innovation, contrary to the assumptions of classical economics. Economies take many forms (see Part IV of the class), and Pola",Great Transformation,Polanyi,Title,1553,1554,Author,1558,1558,False,great transformation,polanyi,dev,7,20,23
3083786723540,650876523906693,"yllabus LECTURE ECON 2301 CRN 91368 11:00 AM - 12:30 TR Houston Community College System Spring, 2016 Semester Stafford Campus Room 222 Learning HUB Professor: Manuel O. Reyes Economics Dept. Houston ",Community College, System Office: ,Stafford," Campus - Visits by Appointment HCCS Email: manuel.reyes@hccs.edu Telephone: 713 - 718 - 5739 Additional Contact Information Richard Gosselin Chairman, Economics Department 3214 Austin St. Caroline St",Community College,Stafford,Title,31,32,Author,35,35,False,community college,stafford,test,8,17,16
309238199369,806414469562466,"abin , chaps. 28 - 37 (D). Gilbert and Gubar, The Madwoman in the Attic , chap. 1. (X) Hortense Spillers, ""Changing the Letter: The Yokes, The Jokes of Discourse, or Mrs. Stowe, Mr. Reed."" (X) Elaine ",Showalter,". ""The Female tradition."" In A ",Literature of Their Own," , 1977. (R) Robyn Warhol. Gendered Interventions . Rutgers University Press, 1989. Lora Romero. Home Fronts: Domesticity and its Critics in the Antebellum United States . Duke University Press, 1997.",Literature of Their Own,Showalter,Author,1643,1643,Title,1647,1650,True,literature of their own,showalter,train,9,23,31
2929167749339,70961449665223,"d consensus support to make the UNSC ""more representative, efficient and transparent"" in numerous anniversary UNGA (General Assembly) resolutions,5 the issue has barely advanced beyond discussions by ",blue, - ribbon committees and low - level diplomats.6 ,Bruce," Russett captures the general sentiment well: ""been there and not done that"" (Russett 2005: 155). Why has the activity of the UNSC increased so much, but its institutional structure changed so little?",blue,Bruce,Title,512,512,Author,519,519,False,blue,bruce,train,5,4,49
1425929467187,418896750313800,"id - base chemistry, complexation, precipitation - dissolution and reductionoxidation reactions. Textbook Required: Water Chemistry by Mark M Benjamin (2nd edition, Waveland press) Other texts: 1. W. ",Stumm," and J. Morgan, ",Aquatic Chemistry," 3rd ed., Wiley - Interscience Chemistry of Natural Waters, Wiley - Interscience 2. F.M.M. Morel and J.G. Hering, Principles and Applications of Aquatic Chemistry, Wiley - Interscience Prerequisites O",Aquatic Chemistry,Stumm,Author,167,167,Title,171,172,True,aquatic chemistry,stumm,train,5,17,16
1872606140918,12661563588785,"xties. Comparative Studies in Society and History 26: 126 - 66. Stocking, George W.,Jr. 1968 [1962 - 6]. Race, Culture, and Evolution: Essays in the History of Anthropology. New York: The Free Press. ",Stocking,", George W.,Jr. 1996. ",After Tylor,": British Social Anthropolgy, 1888 - 1951. London: The Athlone Press. Urry, James. 1993. Before Social Anthropology: Essays on the History of British Anthropology. Chur, Switzerland: Harwood Academic ",After Tylor,Stocking,Author,1751,1751,Title,1756,1757,True,after tylor,stocking,train,8,11,22
429496967566,222891622793785,"nic Studies 119 (1999), 128–141 Nigel Spivey, Understanding Greek Sculpture (London, 1996) ch. 5 Nigel Spivey, 'Bionic Statues' in Anton Powell ed. The Greek World (London, 1995), pp. 442 - 459 Nigel ",Spivey,", The ",Ancient Olympics," (Oxford, 2004) Stehle, Eva, Performance and Gender in Ancient Greece, (Princeton, 1997) Andrew Stewart, Art, Desire and the Body in Classical Greece, (Cambridge, 1997), especially ch. 3 and ch. 4 Rob",Ancient Olympics,Spivey,Author,7643,7643,Title,7644,7645,True,ancient olympics,spivey,train,6,16,6
94489970718,846958960836652," clinical use (4th ed.). New York: Grune ad Stratton. Betancourt, H., and Lopez, S. R. (1993). The study of culture, race, and ethnicity in American psychology. American Psychologist , 48, 629 - 637. ",Bolton,", B. (1992). ",Review of," the California Psychological Inventory, Revised Edition. In J. J. Kramer and J. C. Conoley (Eds. ), The eleventh mental measurements yearbook (pp. 138 - 139). Lincoln, NE: The Buros Institute of Ment",Review of,Bolton,Author,668,668,Title,671,672,False,review of,bolton,train,6,9,13
747324400155,791279004812152,"on: McTT‟s Positivist Constructivism."" Forthcoming. Qualitative Sociology. Page 8 ""How to Organize Your Mechanisms: Research Programs, Stylized Facts, and Historical Narratives."" (2005). In Christian ",Davenport,", Hank Johnston, and Carol Mueller, Eds. ",Repression and Mobilization,", pp. 227 - 43. Minneapolis: University of Minnesota Press. ""Social Theory and Comparative Politics."" (1997). In Mark Irving Lichbach and Alan S. Zuckerman, Eds. Comparative Politics: Rationality, Cul",Repression and Mobilization,Davenport,Author,2632,2632,Title,2639,2641,True,repression and mobilization,davenport,train,9,27,41
240518629426,763533516079274,"but senses that differ from our own are emphasized. Some treatment of research methods is also included. Classes will be a mixture of lecture, discussion, and student reports. PSYC 068: Psychology of ",Emotion, (3) Instructor: Dr. Kristen ,Lindquist," This first year seminar is designed for students interested in exploring the psychological study of emotion. Topics will include theoretical models of emotion process and structure, as well as a revi",Emotion,Lindquist,Title,134,134,Author,139,139,False,emotion,lindquist,dev,9,7,29
2791728781051,302013510320181,"ynchronous teaching and learning online, 1st edn, Jossey - Bass A John Wiley and Sons Imprint, San Francisco. Hartley, J.2008, Academic writing and publishing: a practical guide, Routledge, New York. ",Mohan,", T.2004, ",Communicating as professionals,", Thomson Learning, Southbank. CRICOS: QLD 00244B | NSW 02225M © University of Southern Queensland This version produced 17 May 2011. ii STUDENT WORKLOAD REQUIREMENTS ACTIVITY HOURS Directed Study 82.",Communicating as professionals,Mohan,Author,650,650,Title,652,654,True,communicating as professionals,mohan,train,5,30,10
